datetime,count,year,month,day,hour,weekday,is_weekend,is_working_hour,season,is_holiday
2011-01-24 18:00:00,242,2011,1,24,18,0,0,1,4,0
2011-01-24 19:00:00,239,2011,1,24,19,0,0,0,4,1
2011-01-24 20:00:00,247,2011,1,24,20,0,0,0,4,0
2011-01-24 21:00:00,255,2011,1,24,21,0,0,0,4,0
2011-01-24 22:00:00,269,2011,1,24,22,0,0,0,4,0
2011-01-24 23:00:00,284,2011,1,24,23,0,0,0,4,0
2011-01-25 00:00:00,51,2011,1,25,0,1,0,0,4,0
2011-01-25 01:00:00,61,2011,1,25,1,1,0,0,4,0
2011-01-25 02:00:00,73,2011,1,25,2,1,0,0,4,0
2011-01-25 04:00:00,94,2011,1,25,4,1,0,0,4,0
2011-01-25 05:00:00,104,2011,1,25,5,1,0,0,4,0
2011-01-25 06:00:00,107,2011,1,25,6,1,0,0,4,0
2011-01-25 07:00:00,121,2011,1,25,7,1,0,0,4,0
2011-01-25 08:00:00,125,2011,1,25,8,1,0,0,4,0
2011-01-25 09:00:00,153,2011,1,25,9,1,0,1,4,0
2011-01-25 10:00:00,163,2011,1,25,10,1,0,1,4,0
2011-01-25 11:00:00,174,2011,1,25,11,1,0,1,4,0
2011-01-25 12:00:00,186,2011,1,25,12,1,0,1,4,0
2011-01-25 13:00:00,196,2011,1,25,13,1,0,1,4,0
2011-01-25 14:00:00,203,2011,1,25,14,1,0,1,4,0
2011-01-25 15:00:00,216,2011,1,25,15,1,0,1,4,0
2011-01-25 16:00:00,222,2011,1,25,16,1,0,1,4,0
2011-01-25 17:00:00,235,2011,1,25,17,1,0,1,4,0
2011-01-25 18:00:00,241,2011,1,25,18,1,0,1,4,1
2011-01-25 19:00:00,244,2011,1,25,19,1,0,0,4,0
2011-01-25 20:00:00,253,2011,1,25,20,1,0,0,4,0
2011-01-25 21:00:00,259,2011,1,25,21,1,0,0,4,0
2011-01-25 22:00:00,270,2011,1,25,22,1,0,0,4,0
2011-01-25 23:00:00,278,2011,1,25,23,1,0,0,4,1
2011-01-26 00:00:00,54,2011,1,26,0,2,0,0,4,1
2011-01-26 01:00:00,61,2011,1,26,1,2,0,0,4,0
2011-01-26 02:00:00,73,2011,1,26,2,2,0,0,4,0
2011-01-26 05:00:00,101,2011,1,26,5,2,0,0,4,0
2011-01-26 06:00:00,105,2011,1,26,6,2,0,0,4,0
2011-01-26 07:00:00,115,2011,1,26,7,2,0,0,4,0
2011-01-26 08:00:00,133,2011,1,26,8,2,0,0,4,0
2011-01-26 09:00:00,158,2011,1,26,9,2,0,1,4,0
2011-01-26 10:00:00,163,2011,1,26,10,2,0,1,4,0
2011-01-26 11:00:00,178,2011,1,26,11,2,0,1,4,0
2011-01-26 12:00:00,182,2011,1,26,12,2,0,1,4,1
2011-01-26 13:00:00,196,2011,1,26,13,2,0,1,4,0
2011-01-26 14:00:00,205,2011,1,26,14,2,0,1,4,0
2011-01-26 15:00:00,217,2011,1,26,15,2,0,1,4,0
2011-01-26 16:00:00,228,2011,1,26,16,2,0,1,4,1
2011-01-26 17:00:00,234,2011,1,26,17,2,0,1,4,0
2011-01-27 16:00:00,220,2011,1,27,16,3,0,1,4,0
2011-01-27 17:00:00,232,2011,1,27,17,3,0,1,4,0
2011-01-27 18:00:00,249,2011,1,27,18,3,0,1,4,0
2011-01-27 19:00:00,242,2011,1,27,19,3,0,0,4,0
2011-01-27 20:00:00,250,2011,1,27,20,3,0,0,4,0
2011-01-27 21:00:00,262,2011,1,27,21,3,0,0,4,0
2011-01-27 22:00:00,273,2011,1,27,22,3,0,0,4,0
2011-01-27 23:00:00,278,2011,1,27,23,3,0,0,4,0
2011-01-28 00:00:00,45,2011,1,28,0,4,0,0,4,0
2011-01-28 01:00:00,55,2011,1,28,1,4,0,0,4,0
2011-01-28 02:00:00,74,2011,1,28,2,4,0,0,4,0
2011-01-28 03:00:00,78,2011,1,28,3,4,0,0,4,0
2011-01-28 05:00:00,101,2011,1,28,5,4,0,0,4,0
2011-01-28 06:00:00,106,2011,1,28,6,4,0,0,4,0
2011-01-28 07:00:00,117,2011,1,28,7,4,0,0,4,0
2011-01-28 08:00:00,125,2011,1,28,8,4,0,0,4,0
2011-01-28 09:00:00,154,2011,1,28,9,4,0,1,4,0
2011-01-28 10:00:00,160,2011,1,28,10,4,0,1,4,0
2011-01-28 11:00:00,177,2011,1,28,11,4,0,1,4,0
2011-01-28 12:00:00,180,2011,1,28,12,4,0,1,4,0
2011-01-28 13:00:00,190,2011,1,28,13,4,0,1,4,0
2011-01-28 14:00:00,201,2011,1,28,14,4,0,1,4,0
2011-01-28 15:00:00,211,2011,1,28,15,4,0,1,4,1
2011-01-28 16:00:00,225,2011,1,28,16,4,0,1,4,0
2011-01-28 17:00:00,236,2011,1,28,17,4,0,1,4,0
2011-01-28 18:00:00,244,2011,1,28,18,4,0,1,4,0
2011-01-28 19:00:00,235,2011,1,28,19,4,0,0,4,1
2011-01-28 20:00:00,245,2011,1,28,20,4,0,0,4,0
2011-01-28 21:00:00,257,2011,1,28,21,4,0,0,4,0
2011-01-28 22:00:00,266,2011,1,28,22,4,0,0,4,0
2011-01-28 23:00:00,279,2011,1,28,23,4,0,0,4,0
2011-01-29 00:00:00,74,2011,1,29,0,5,1,0,4,0
2011-01-29 01:00:00,80,2011,1,29,1,5,1,0,4,0
2011-01-29 02:00:00,91,2011,1,29,2,5,1,0,4,0
2011-01-29 03:00:00,98,2011,1,29,3,5,1,0,4,0
2011-01-29 04:00:00,111,2011,1,29,4,5,1,0,4,0
2011-01-29 06:00:00,132,2011,1,29,6,5,1,0,4,1
2011-01-29 07:00:00,135,2011,1,29,7,5,1,0,4,0
2011-01-29 08:00:00,150,2011,1,29,8,5,1,0,4,0
2011-01-29 09:00:00,177,2011,1,29,9,5,1,1,4,0
2011-01-29 10:00:00,184,2011,1,29,10,5,1,1,4,0
2011-01-29 11:00:00,193,2011,1,29,11,5,1,1,4,0
2011-01-29 12:00:00,201,2011,1,29,12,5,1,1,4,0
2011-01-29 13:00:00,215,2011,1,29,13,5,1,1,4,0
2011-01-29 14:00:00,225,2011,1,29,14,5,1,1,4,0
2011-01-29 15:00:00,230,2011,1,29,15,5,1,1,4,0
2011-01-29 16:00:00,248,2011,1,29,16,5,1,1,4,0
2011-01-29 17:00:00,255,2011,1,29,17,5,1,1,4,0
2011-01-29 18:00:00,262,2011,1,29,18,5,1,1,4,0
2011-01-29 19:00:00,258,2011,1,29,19,5,1,0,4,0
2011-01-29 20:00:00,268,2011,1,29,20,5,1,0,4,0
2011-01-29 21:00:00,277,2011,1,29,21,5,1,0,4,0
2011-01-29 22:00:00,294,2011,1,29,22,5,1,0,4,0
2011-01-29 23:00:00,297,2011,1,29,23,5,1,0,4,0
2011-01-30 00:00:00,67,2011,1,30,0,6,1,0,4,0
2011-01-30 01:00:00,78,2011,1,30,1,6,1,0,4,0
2011-01-30 02:00:00,91,2011,1,30,2,6,1,0,4,0
2011-01-30 03:00:00,98,2011,1,30,3,6,1,0,4,0
2011-01-30 04:00:00,113,2011,1,30,4,6,1,0,4,0
2011-01-30 05:00:00,115,2011,1,30,5,6,1,0,4,0
2011-01-30 07:00:00,142,2011,1,30,7,6,1,0,4,0
2011-01-30 08:00:00,151,2011,1,30,8,6,1,0,4,0
2011-01-30 09:00:00,171,2011,1,30,9,6,1,1,4,0
2011-01-30 10:00:00,187,2011,1,30,10,6,1,1,4,0
2011-01-30 11:00:00,190,2011,1,30,11,6,1,1,4,0
2011-01-30 12:00:00,208,2011,1,30,12,6,1,1,4,0
2011-01-30 13:00:00,218,2011,1,30,13,6,1,1,4,0
2011-01-30 14:00:00,221,2011,1,30,14,6,1,1,4,0
2011-01-30 15:00:00,236,2011,1,30,15,6,1,1,4,0
2011-01-30 16:00:00,249,2011,1,30,16,6,1,1,4,0
2011-01-30 17:00:00,252,2011,1,30,17,6,1,1,4,1
2011-01-30 18:00:00,266,2011,1,30,18,6,1,1,4,0
2011-01-30 19:00:00,264,2011,1,30,19,6,1,0,4,0
2011-01-30 20:00:00,273,2011,1,30,20,6,1,0,4,0
2011-01-30 21:00:00,278,2011,1,30,21,6,1,0,4,0
2011-01-30 22:00:00,285,2011,1,30,22,6,1,0,4,0
2011-01-30 23:00:00,296,2011,1,30,23,6,1,0,4,0
2011-01-31 00:00:00,45,2011,1,31,0,0,0,0,4,0
2011-01-31 01:00:00,59,2011,1,31,1,0,0,0,4,0
2011-01-31 02:00:00,69,2011,1,31,2,0,0,0,4,0
2011-01-31 03:00:00,81,2011,1,31,3,0,0,0,4,0
2011-01-31 04:00:00,93,2011,1,31,4,0,0,0,4,0
2011-01-31 05:00:00,103,2011,1,31,5,0,0,0,4,0
2011-01-31 06:00:00,107,2011,1,31,6,0,0,0,4,0
2011-01-31 07:00:00,117,2011,1,31,7,0,0,0,4,1
2011-01-31 08:00:00,127,2011,1,31,8,0,0,0,4,1
2011-01-31 09:00:00,153,2011,1,31,9,0,0,1,4,1
2011-01-31 10:00:00,167,2011,1,31,10,0,0,1,4,0
2011-01-31 11:00:00,175,2011,1,31,11,0,0,1,4,0
2011-01-31 12:00:00,187,2011,1,31,12,0,0,1,4,1
2011-01-31 13:00:00,190,2011,1,31,13,0,0,1,4,0
2011-01-31 14:00:00,207,2011,1,31,14,0,0,1,4,1
2011-01-31 15:00:00,213,2011,1,31,15,0,0,1,4,1
2011-01-31 16:00:00,220,2011,1,31,16,0,0,1,4,0
2011-01-31 17:00:00,237,2011,1,31,17,0,0,1,4,0
2011-01-31 18:00:00,243,2011,1,31,18,0,0,1,4,0
2011-01-31 19:00:00,240,2011,1,31,19,0,0,0,4,0
2011-01-31 20:00:00,252,2011,1,31,20,0,0,0,4,0
2011-01-31 21:00:00,258,2011,1,31,21,0,0,0,4,0
2011-01-31 22:00:00,267,2011,1,31,22,0,0,0,4,0
2011-01-31 23:00:00,283,2011,1,31,23,0,0,0,4,1
2011-02-20 00:00:00,72,2011,2,20,0,6,1,0,4,0
2011-02-20 01:00:00,88,2011,2,20,1,6,1,0,4,0
2011-02-20 02:00:00,91,2011,2,20,2,6,1,0,4,0
2011-02-20 03:00:00,101,2011,2,20,3,6,1,0,4,0
2011-02-20 04:00:00,111,2011,2,20,4,6,1,0,4,1
2011-02-20 06:00:00,135,2011,2,20,6,6,1,0,4,0
2011-02-20 07:00:00,142,2011,2,20,7,6,1,0,4,0
2011-02-20 08:00:00,158,2011,2,20,8,6,1,0,4,0
2011-02-20 09:00:00,178,2011,2,20,9,6,1,1,4,0
2011-02-20 10:00:00,185,2011,2,20,10,6,1,1,4,0
2011-02-20 11:00:00,198,2011,2,20,11,6,1,1,4,0
2011-02-20 12:00:00,205,2011,2,20,12,6,1,1,4,0
2011-02-20 13:00:00,219,2011,2,20,13,6,1,1,4,0
2011-02-20 14:00:00,228,2011,2,20,14,6,1,1,4,0
2011-02-20 15:00:00,242,2011,2,20,15,6,1,1,4,0
2011-02-20 16:00:00,252,2011,2,20,16,6,1,1,4,0
2011-02-20 17:00:00,261,2011,2,20,17,6,1,1,4,1
2011-02-20 18:00:00,267,2011,2,20,18,6,1,1,4,0
2011-02-20 19:00:00,260,2011,2,20,19,6,1,0,4,0
2011-02-20 20:00:00,270,2011,2,20,20,6,1,0,4,0
2011-02-20 21:00:00,282,2011,2,20,21,6,1,0,4,0
2011-02-20 22:00:00,295,2011,2,20,22,6,1,0,4,0
2011-02-20 23:00:00,306,2011,2,20,23,6,1,0,4,0
2011-02-21 00:00:00,55,2011,2,21,0,0,0,0,4,0
2011-02-21 01:00:00,65,2011,2,21,1,0,0,0,4,0
2011-02-21 02:00:00,75,2011,2,21,2,0,0,0,4,0
2011-02-21 03:00:00,82,2011,2,21,3,0,0,0,4,0
2011-02-21 04:00:00,95,2011,2,21,4,0,0,0,4,0
2011-02-21 05:00:00,107,2011,2,21,5,0,0,0,4,0
2011-02-21 06:00:00,111,2011,2,21,6,0,0,0,4,0
2011-02-21 07:00:00,124,2011,2,21,7,0,0,0,4,0
2011-02-21 08:00:00,130,2011,2,21,8,0,0,0,4,0
2011-02-21 09:00:00,155,2011,2,21,9,0,0,1,4,0
2011-02-21 10:00:00,169,2011,2,21,10,0,0,1,4,0
2011-02-21 11:00:00,177,2011,2,21,11,0,0,1,4,0
2011-02-21 12:00:00,188,2011,2,21,12,0,0,1,4,0
2011-02-21 13:00:00,197,2011,2,21,13,0,0,1,4,0
2011-02-21 14:00:00,205,2011,2,21,14,0,0,1,4,0
2011-02-21 15:00:00,215,2011,2,21,15,0,0,1,4,0
2011-02-21 16:00:00,229,2011,2,21,16,0,0,1,4,0
2011-02-21 17:00:00,240,2011,2,21,17,0,0,1,4,0
2011-02-21 18:00:00,247,2011,2,21,18,0,0,1,4,0
2011-02-21 19:00:00,248,2011,2,21,19,0,0,0,4,0
2011-02-21 20:00:00,254,2011,2,21,20,0,0,0,4,0
2011-02-21 21:00:00,267,2011,2,21,21,0,0,0,4,0
2011-02-21 22:00:00,270,2011,2,21,22,0,0,0,4,0
2011-02-21 23:00:00,284,2011,2,21,23,0,0,0,4,0
2011-02-22 06:00:00,112,2011,2,22,6,1,0,0,4,0
2011-02-22 07:00:00,120,2011,2,22,7,1,0,0,4,1
2011-02-22 08:00:00,133,2011,2,22,8,1,0,0,4,0
2011-02-22 09:00:00,159,2011,2,22,9,1,0,1,4,0
2011-02-22 10:00:00,171,2011,2,22,10,1,0,1,4,0
2011-02-22 11:00:00,175,2011,2,22,11,1,0,1,4,0
2011-02-22 12:00:00,187,2011,2,22,12,1,0,1,4,0
2011-02-22 13:00:00,196,2011,2,22,13,1,0,1,4,0
2011-02-22 14:00:00,213,2011,2,22,14,1,0,1,4,0
2011-02-22 15:00:00,224,2011,2,22,15,1,0,1,4,1
2011-02-22 16:00:00,230,2011,2,22,16,1,0,1,4,0
2011-02-22 17:00:00,244,2011,2,22,17,1,0,1,4,0
2011-02-22 18:00:00,247,2011,2,22,18,1,0,1,4,0
2011-02-22 19:00:00,247,2011,2,22,19,1,0,0,4,0
2011-02-22 20:00:00,257,2011,2,22,20,1,0,0,4,0
2011-02-22 21:00:00,261,2011,2,22,21,1,0,0,4,0
2011-02-22 22:00:00,275,2011,2,22,22,1,0,0,4,0
2011-02-22 23:00:00,286,2011,2,22,23,1,0,0,4,0
2011-02-23 00:00:00,51,2011,2,23,0,2,0,0,4,0
2011-02-23 01:00:00,69,2011,2,23,1,2,0,0,4,0
2011-02-23 02:00:00,71,2011,2,23,2,2,0,0,4,1
2011-02-23 03:00:00,89,2011,2,23,3,2,0,0,4,0
2011-02-23 05:00:00,100,2011,2,23,5,2,0,0,4,0
2011-02-23 06:00:00,117,2011,2,23,6,2,0,0,4,0
2011-02-23 07:00:00,120,2011,2,23,7,2,0,0,4,0
2011-02-23 08:00:00,138,2011,2,23,8,2,0,0,4,0
2011-02-23 09:00:00,160,2011,2,23,9,2,0,1,4,0
2011-02-23 10:00:00,171,2011,2,23,10,2,0,1,4,0
2011-02-23 11:00:00,184,2011,2,23,11,2,0,1,4,0
2011-02-23 12:00:00,191,2011,2,23,12,2,0,1,4,0
2011-02-23 13:00:00,204,2011,2,23,13,2,0,1,4,0
2011-02-23 14:00:00,207,2011,2,23,14,2,0,1,4,0
2011-02-23 15:00:00,216,2011,2,23,15,2,0,1,4,0
2011-02-23 16:00:00,233,2011,2,23,16,2,0,1,4,0
2011-02-23 17:00:00,242,2011,2,23,17,2,0,1,4,0
2011-02-23 18:00:00,254,2011,2,23,18,2,0,1,4,0
2011-02-23 19:00:00,246,2011,2,23,19,2,0,0,4,0
2011-02-23 20:00:00,258,2011,2,23,20,2,0,0,4,0
2011-02-23 21:00:00,263,2011,2,23,21,2,0,0,4,0
2011-02-23 22:00:00,273,2011,2,23,22,2,0,0,4,0
2011-02-23 23:00:00,280,2011,2,23,23,2,0,0,4,0
2011-02-24 00:00:00,57,2011,2,24,0,3,0,0,4,0
2011-02-24 01:00:00,62,2011,2,24,1,3,0,0,4,0
2011-02-24 02:00:00,76,2011,2,24,2,3,0,0,4,0
2011-02-24 03:00:00,81,2011,2,24,3,3,0,0,4,0
2011-02-24 05:00:00,101,2011,2,24,5,3,0,0,4,0
2011-02-24 06:00:00,116,2011,2,24,6,3,0,0,4,0
2011-02-24 07:00:00,125,2011,2,24,7,3,0,0,4,0
2011-02-24 08:00:00,132,2011,2,24,8,3,0,0,4,0
2011-02-24 09:00:00,163,2011,2,24,9,3,0,1,4,0
2011-02-24 10:00:00,174,2011,2,24,10,3,0,1,4,0
2011-02-24 11:00:00,180,2011,2,24,11,3,0,1,4,0
2011-02-24 12:00:00,194,2011,2,24,12,3,0,1,4,0
2011-02-24 13:00:00,204,2011,2,24,13,3,0,1,4,0
2011-02-24 14:00:00,210,2011,2,24,14,3,0,1,4,1
2011-02-24 15:00:00,215,2011,2,24,15,3,0,1,4,0
2011-02-24 16:00:00,228,2011,2,24,16,3,0,1,4,0
2011-02-24 17:00:00,244,2011,2,24,17,3,0,1,4,0
2011-02-24 18:00:00,250,2011,2,24,18,3,0,1,4,0
2011-02-24 19:00:00,245,2011,2,24,19,3,0,0,4,0
2011-02-24 20:00:00,254,2011,2,24,20,3,0,0,4,1
2011-02-24 21:00:00,260,2011,2,24,21,3,0,0,4,0
2011-02-24 22:00:00,277,2011,2,24,22,3,0,0,4,1
2011-02-24 23:00:00,284,2011,2,24,23,3,0,0,4,1
2011-02-25 00:00:00,54,2011,2,25,0,4,0,0,4,0
2011-02-25 01:00:00,66,2011,2,25,1,4,0,0,4,0
2011-02-25 02:00:00,73,2011,2,25,2,4,0,0,4,0
2011-02-25 03:00:00,85,2011,2,25,3,4,0,0,4,0
2011-02-25 05:00:00,103,2011,2,25,5,4,0,0,4,0
2011-02-25 06:00:00,112,2011,2,25,6,4,0,0,4,0
2011-02-25 07:00:00,126,2011,2,25,7,4,0,0,4,0
2011-02-25 08:00:00,137,2011,2,25,8,4,0,0,4,0
2011-02-25 09:00:00,158,2011,2,25,9,4,0,1,4,0
2011-02-25 10:00:00,166,2011,2,25,10,4,0,1,4,0
2011-02-25 11:00:00,184,2011,2,25,11,4,0,1,4,0
2011-02-25 12:00:00,187,2011,2,25,12,4,0,1,4,0
2011-02-25 13:00:00,195,2011,2,25,13,4,0,1,4,0
2011-02-25 14:00:00,212,2011,2,25,14,4,0,1,4,0
2011-02-25 15:00:00,217,2011,2,25,15,4,0,1,4,0
2011-02-25 16:00:00,234,2011,2,25,16,4,0,1,4,0
2011-02-25 17:00:00,241,2011,2,25,17,4,0,1,4,0
2011-02-25 18:00:00,254,2011,2,25,18,4,0,1,4,0
2011-02-25 19:00:00,244,2011,2,25,19,4,0,0,4,0
2011-02-25 20:00:00,259,2011,2,25,20,4,0,0,4,0
2011-02-25 21:00:00,264,2011,2,25,21,4,0,0,4,0
2011-02-25 22:00:00,276,2011,2,25,22,4,0,0,4,0
2011-02-25 23:00:00,288,2011,2,25,23,4,0,0,4,1
2011-02-26 00:00:00,74,2011,2,26,0,5,1,0,4,0
2011-02-26 01:00:00,80,2011,2,26,1,5,1,0,4,0
2011-02-26 02:00:00,99,2011,2,26,2,5,1,0,4,0
2011-02-26 03:00:00,109,2011,2,26,3,5,1,0,4,0
2011-02-26 04:00:00,110,2011,2,26,4,5,1,0,4,1
2011-02-26 05:00:00,121,2011,2,26,5,5,1,0,4,0
2011-02-26 06:00:00,135,2011,2,26,6,5,1,0,4,0
2011-02-26 07:00:00,148,2011,2,26,7,5,1,0,4,0
2011-02-26 08:00:00,157,2011,2,26,8,5,1,0,4,0
2011-02-26 09:00:00,179,2011,2,26,9,5,1,1,4,0
2011-02-26 10:00:00,185,2011,2,26,10,5,1,1,4,1
2011-02-26 11:00:00,201,2011,2,26,11,5,1,1,4,0
2011-02-26 12:00:00,209,2011,2,26,12,5,1,1,4,0
2011-02-26 13:00:00,220,2011,2,26,13,5,1,1,4,0
2011-02-26 14:00:00,231,2011,2,26,14,5,1,1,4,0
2011-02-26 15:00:00,237,2011,2,26,15,5,1,1,4,0
2011-02-26 16:00:00,254,2011,2,26,16,5,1,1,4,0
2011-02-26 17:00:00,257,2011,2,26,17,5,1,1,4,1
